,country,description,designation,points,price,province,variety
47579,US,"The 11th vintage of Abacela's Albariño is a racy wine, with excellent varietal character. Fruit flavors suggest a mix of cucumber, apple, citrus and melon. There's a trace of oyster shell minerality and a bracing whiff of sea breeze on the finish.",,89,18,Oregon,Albariño
48090,Spain,"Sweet and lightly floral on the nose, but also kind of generic and wan. The palate is wet, with hollow white fruit and apple flavors. There's snap to the finish but not a lot of flavor other than simple citrus. A good quaffer but nothing more than that.",,86,22,Galicia,Albariño
48643,Spain,"Fresh smelling, with notes of green melon, apple, honey and minerals. It's more simple than complex, with crisp apple and orange flavors and then a chunky, slightly pithy finish. For under $15 this is good, casual Albariño that won't steer you wrong.",Verdemar,87,14,Galicia,Albariño
48816,Spain,"Montecillo's first effort with Albariño is perfectly crisp and pleasant. The nose offers pure citrus and tropical fruit, the feel is even and balanced, and the flavors are dry and veer toward apple and green melon. Long on the finish and nicely integrated; one of the best under-$15 Albariños going. Imported by Underdog Wine Merchants.",Verdemar,88,14,Galicia,Albariño
49135,Spain,"With mineral, apple and peach aromas, this gets off on the right footing. The palate is zesty and acidic, with a tangy set of apple, citrus and mineral flavors. Controlled heft, weight and spritz on the finish make it a solid bet. Look for the weird blue bottle and take it from there. Imported by W.J. Deutsch & Sons.",,88,25,Galicia,Albariño
49429,Spain,"More familiar and less unusual than prior vintages. This wine deals typical, upright lemon, lime and tropical fruit aromas backed by green apple and lemon-based flavors. With good acidity and an even keel, it is a solid, fresh, dry Albariño that should not disappoint. Imported by Grapes of Spain.",Gran Vinum,88,27,Galicia,Albariño
49586,US,"Albariño works in California when it's completely dry and minerally, because the variety's high acidity and citrus flavors make for a crisp, mouthwatering wine. The trouble with this one is that it's not dry. It has sugary citrus flavors, and that makes it acceptable but disappointing from this fine producer.",Las Brisas Vineyard,84,18,California,Albariño
49825,Spain,"Very clean and clear, and even though it's a 2009 it is still holding onto its core freshness and character. White fruits and flower blossoms work the nose, and the palate is now fully mature, elegant and smooth. Flavors of peach, melon and kiwi are clean and tasty. Albariño at its best.",,90,30,Galicia,Albariño
50023,Spain,"Nice and friendly but also a little flatter than in years past. Aromas of lemon blossom, peach and other white fruits are standard, while the palate is less than edgy, with creamy apple, melon and spun sugar flavors. Sweet and solid, but on the softer side. Drink right away. Imported by Republic National Distributing Co..",Torre la Moreira,87,18,Galicia,Albariño
50451,Spain,"Can't call it floral and bright on the nose, but it's not over the hill or maderized, either; more neutral than anything. The mouth is fresh, lively and loaded with lime, green apple and length. Approaching peak maturity and then will start to fade. A smooth operator with depth, minerality and fine acidity.",,89,27,Galicia,Albariño
50453,Spain,"Creamy and powdery on the nose, with sweetness and leesy notes. The palate is round, smooth and not terribly cutting, while the flavors lean toward honey, melon and another shot of lees. Finishes long and classy, with elegance. Drink immediately before it loses its vitality.",Eidos de Padriñán,89,24,Galicia,Albariño
50610,US,"Abacela has single-handedly revolutionized winemaking in southern Oregon, introducing Iberian varieties with great success. This estate-grown Albariño is a high-acid wine, still spritzy and reduced when first opened. With breathing time it cleans up and shows the beginnings of varietal character.",,87,18,Oregon,Albariño
51031,Spain,"Opens with vanilla and minerality along with standard apple and peach aromas. It's a bit darker and more tan in color than what you'd expect, with fine acidity and integration throughout. Shows touches of white pepper, nutmeg and dried papaya on a classy finish. Dry and subtle at all points.",,89,24,Galicia,Albariño
51038,Spain,"Floral and lightly tropical on the nose, and totally pleasant. The palate is pure and lively, with elegance and some spritz. Flavors of nectarine, peach and melon are fresh, and the wine finishes easy and smooth. Very nice; just short of excellent but still it's 100% quaffable.",Single Vineyard,89,19,Galicia,Albariño
51994,Spain,"While this may already be in its latter stages of freshness, it's still offering nice lemon and minerality on the nose. It's more flat and melony in the mouth, with apple flavors running the show. Fleshy on the finish, but tasting quite nice.",Veigas de Padriñán,88,29,Galicia,Albariño
52305,Spain,"Apple and peach aromas are perfectly nice and typical for a fresh, young Albariño. There's nothing crazy or wild about this wine; it's straightforward and approachable, with green apple, pineapple and a lot of lemony sharpness. Finishes fresh and minerally.",Abadia de San Campio,88,20,Galicia,Albariño
52932,Spain,"A solid Albariño and an improvement over the previous vintage. Vanilla and apple aromas are standard and good, while the palate is plump, fresh, melony and peachy, with softness but no flab. Drink this wine right away (summer sipping) because it's not going to make it until 2012.",Zios de Lusco,87,15,Galicia,Albariño
53571,Spain,"With its apple, peach and melon aromas, the bouquet is solid. The palate is a bit spritzy and spread thin, and that's confirmed via fleshy, dilute flavors of white peach and green melon. Plump and simple on the finish; good for salads, shrimp and grilled white meats.",,87,15,Galicia,Albariño
53612,US,"An easy to drink white wine, of a style increasingly popular. It's unoaked, allowing pure citrus, honey and spice flavors to star. Brisk Edna Valley acids and minerals make the mouthfeel lively.",Paragon Vineyard,87,17,California,Albariño
54179,Spain,"Crisp and neutral in style, from nose to tail. The bouquet is firm and condensed, with nothing too floral or blowsy to latch onto. In the mouth, it's tight as a drum, with limited green apple flavors and a drip of honey. Well dressed but nothing fancy or overly flavorful.",Esencia Diviña,87,23,Galicia,Albariño
55378,Spain,"Peach is the lead aroma on the nose, which is also a bit heavy and slightly vegetal. Full and chunky in the mouth, with pithy, mildly bitter apple and melon flavors. Finishes soft and pithy. One of the more fuller-bodied Albariños out there.",Pazo Barrantes,86,19,Galicia,Albariño
55629,Spain,"Zarate is known for its late-release, leesy Albariños balanced by shearing acidity. El Palomar is cut from that cloth; it shows baked apple, oak and warmth on the nose, while the palate is razor sharp, with clean-cutting acidity. Flavors of vanilla and toast mix with spice and citrus, while the finish is long and woody, but not resiny or thick. Drink  through 2015.",El Palomar,90,60,Galicia,Albariño
55658,Spain,"The price is too elevated given that the wine is simple and already fading. Aromas of peach and melon are soft and a touch mealy, and so is the palate, which has a flat feel and flavors of papaya, melon and apple. Finishes pulpy and with the first hints of maderization.",Leirana,86,40,Galicia,Albariño
55990,Spain,"Melon and buttercup aromas are clean, inviting and exactly what you should expect from Albariño. The palate is also a success, with apple, pineapple and citrus flavors. A complete, fresh-style wine with the right mix of acidity and body. Drink now and until the next vintage arrives.",,89,17,Galicia,Albariño
56132,Spain,"Mango, citrus and candied white-fruit aromas set up a weighty yet vital palate with melon, apple, citrus and gooseberry flavors. On the finish, mellow flavors of stone fruits and mild acidity create a pure, solid ending. Drink immediately.",,89,19,Galicia,Albariño
56199,Spain,"An Albariño with some body and complexity, Nora's single-vineyard, barrel-aged wine is definitely an oaky one. It has lots of wood dust, vanilla and lemon curd on the nose. The flavor profile is led by apples and cinnamon (from the oak), and it flows well. Not a sticky, overoaked load; instead it has balance and quasi-Burgundian feel.",,89,28,Galicia,Albariño
56290,Spain,"This wine's nose bears an uncanny similarity to animal crackers, and along the way there's peach and melon aromas. The palate is sweet and slightly punchy, with mango and white raisin flavors. Overall, bank on sweetness and liquidy ripeness from this drink-now Albariño.",,88,23,Galicia,Albariño
56303,Spain,"Mature and a little waxy on the nose; this is a plump, fruity, semisoft wine with apple, pineapple and melon flavors. It's round and fairly mild, with plenty of taste, width and drinkability. Drink soon before it softens even further.",El Bino,87,13,Galicia,Albariño
56458,Spain,"Given that this leesy Albariño is pushing eight years in age, it's remarkably healthy. Stony, briny aromas override residual fruit aromas, while the palate remains zesty. Flavors of white grapefruit and nectarine finish citric and solid.  This is a unique style of wine that no other winery in Rías Baixas is making.",Selección de Añada,89,75,Galicia,Albariño
56524,Spain,"Light but generic aromas of white fruits and white flowers give this wine a happy bouquet. The palate is starting to tip toward fading, but if you get at it soon you'll find perfectly nice peach, melon and citrus flavors setting up a soft, easygoing finish.",Terra d'Ouro,87,20,Galicia,Albariño
56904,Spain,"Cepas Vellas refers to old vines, but what's most noticeable on this wine is the popcorn and cream that characterizes both the nose and mouth. In between the oak-aided folds there's melon, waxy papaya and banana flavors sitting on a plump, cushioned palate. It's a holdover from 2005, so drink it while you have it.",Aquis Celenis Cepas Vellas,87,18,Galicia,Albariño
57392,Spain,"Wet and zesty white wine from Northwest Spain? Sounds good to us. Salneval is from Condes de Albarei, and it offers perfectly proper peach, melon and pastry aromas. The palate is lithe and fresh, with orange and apple. Yes, it's straightforward and common. But it is also clean, balanced and will drink well with all sorts of finger foods, salads and seafood.",Salneval,87,10,Galicia,Albariño
57737,Spain,"Smooth and friendly on the nose, with easy melon and peach aromas that give you confidence in the wine's core character. The palate is nothing special; there's citrus and pineapple before a medium-long finish. Solid but not the most expressive Albariño out there.",Selección,86,25,Galicia,Albariño
58313,Spain,"Slightly more chunky and dusty than lively, with dry apple aromas and not much else. The palate offers a medium level of intensity and flavors of melon, banana and white pepper. Turns drier and more soda-like on the finish. Good but a little short on flavor.",,86,17,Galicia,Albariño
58616,Spain,"From the Freixenet group of wineries, Vionta is clean but more neutral than we'd like to see. You won't be offended by the wine's green apple and lemon flavors, which are wet, fresh and zesty. But you might like a touch more refinement and dimension. A good wine, but a basic one.",,86,18,Galicia,Albariño
58861,Spain,"Gold in color, with mineral, toast, baked apple and stone-fruit aromas, this Albariño is plump and mature on the palate. Flavors of peach, papaya and minerals finish long and peachy, with baked apple and minerally notes to the finish. This is showing its age; drink immediately or  wait for the 2012.",Selección Finca Monte Alto,88,25,Galicia,Albariño
58869,Spain,"This mature Albariño is mellow on the nose, then wide and melony in feel. It's leesy but also healthy in terms of acidity, with flavors of papaya, melon and peach. It's flavorful for sure, but a touch bland on the finish.",Don Álvaro de Bazán,88,,Galicia,Albariño
58960,Spain,"This is what Albariño is all about! The nose issues a salinic combo of salt water and sea shells along with green banana and melon, while the palate is jumpy, fresh, balanced and intriguing. The flavors of just-ripe bananas and Meyer lemon are true, while the mouthfeel is both smooth and refreshing. Get after this one as soon as you can.",,91,17,Galicia,Albariño
59254,US,"A brilliant white wine, very tart in acidity, with mineral flavors that make your mouth water. The flavors veer toward bright, tart citrus fruits, with suggestions of Chinese five-spice. The grapes were biodynamically farmed, which may partially be why the wine is so pure.",Ca' del Solo Vineyard,89,20,California,Albariño
59564,Spain,"So young and simple that one can only describe this as Albariño Nouveau. It's a bouncy, almost spritzy confection with pineapple, green apple and other thin citrus flavors. There's zero body to it, but it is fresh and snappy.",,83,28,Galicia,Albariño
59874,Spain,"Now this is Albariño! The nose sings a pretty tune, backed by aromas of white fruits, candle wax and flower blossoms. The mouth is perfectly racy but balanced, with forward apple, mineral and honeyed flavors. Get at this as soon as possible to enjoy Albariño's classic crisp, oceanic qualities. You won't be disappointed.",,90,15,Galicia,Albariño
60003,US,"Good for Hendry for going with this Spanish variety. It shows the new trend toward higher acid, drier white wines that appeal for their directness. With its citrus, pepper and flower flavors, it's perfect on its own, or with Asian, Mexican and grilled pork dishes.",Hendry Ranch,88,20,California,Albariño
60405,Spain,"Young and vibrant; it's straightforward Albariño from a good vintage. In the mouth, expect green melon and stone-fruit flavors backed by solid acidity and a bit of fleshy weight. It's comfortable around the edges, and overall it's sure to satisfy fans of this type of crisp, clean white wine.",,89,17,Galicia,Albariño
60515,Spain,"Impeccably clean, with light tropical fruit gracing the bouquet. A wine that's better than the sum of its parts; the palate is lemony fresh and satisfying, while the overall impression is that of elegance and simplicity. Perfectly good but not overly flavorful.",Pazo Piñeiro,88,35,Galicia,Albariño
60706,Spain,"Aromas of apple, fresh hay, pineapple and natural vanilla draw you in, while the palate is lively and fresh, with citrus, pineapple and pithy lemon flavors. Juicy, clean and zesty on the finish, and chiseled in terms of structure and acidity. Very nice Albariño for the price.",Pionero Maccerato,89,15,Galicia,Albariño
60737,US,"Bone dry and crisp, this white wine shows flavors of citrus fruits, minerals and white pepper. It's an elegant sipper that will go well with Spanish-style tapas dishes.",,87,16,California,Albariño
61254,Spain,"Nice Albariño, no ifs, ands or buts. The nose is floral and clean, and that's backed by a no-fuss palate of citrus, namely orange and grapefruit. As it holds form from front to back, you know this is a good wine. Will go great with light salads and shellfish. Drink immediately.",,88,12,Galicia,Albariño
61583,Spain,"Tropical smelling, with green banana, minerality and firmness to the bouquet. The palate is clean and cleansing, which are two very different things, while the wine tastes of tangy citrus and green melon. Fresh, tropical and uncomplicated. Drink this year.",,88,14,Galicia,Albariño
61802,Spain,"Clean, pure and a touch slight, but fine in terms of minerality and zest. This is nice with lots of melon, lemon verbena and almond notes. It finishes very long and nutty, showing good acidity. Drink as soon as possible for best results.",,88,17,Galicia,Albariño
62086,Spain,"More tan in color than the usual light yellow, with true aromas of flower blossoms, lemon and tropical fruits. The acidity is a bit pronounced and scouring, but that only means that the citrus and green apple flavors cut and cleanse. Juicy but modest when it comes to depth of flavor. Drink now.",,87,20,Galicia,Albariño
62296,Spain,"Light and limpid, with mild almond, palm butter and citrus aromas. This is a basic, clean wine that offers citrus, pineapple and mango flavors. It's a bit sweet and monotone in its delivery, but it doesn't offend and it goes down easy if properly chilled. Imported by Martín Códax USA.",,87,15,Galicia,Albariño
62332,Spain,"A clean, easygoing style of Albariño with salinic aromas along with apple and peach. The palate has a perfectly good feel to it, while the flavors of citrus and peach are a little plump and sweet. Finishes with tropical notes and pithy white grapefruit.",,87,20,Galicia,Albariño
62503,Spain,"Hints of peanut and caramel vie with mineral and acacia blossom for center stage on the nose, while the palate deals nut skins, lime, kiwi and gooseberry. In the end, this is a tangy, streamlined wine that's refreshing. It has some style but it's mostly just racy and lean.",,87,15,Galicia,Albariño
62504,US,"Even by Albariño standards, this is a particularly dry, acidic wine. It's what you look for, and what you get, in this wine from Bonny Doon's Randall Grahm. From the east side of Salinas Valley, the wine brims with tart lime zest and tangerine fruit, with a pungently peppery edge of nasturtium flower.",Ca' del Solo Vineyard,87,18,California,Albariño
62505,US,"Albariño's natural acidity is amplified in this wine, which comes from one of California's chilliest growing regions and the coolest vintage in years. Consumed on its own, the acidity is so high, it's almost sour. But this is a food wine if ever there was one. With salty tapas, it will be perfect.",Estate,87,24,California,Albariño
62914,Spain,"Full to the tipping point, with sweet aromas of pears and peaches. Is it over done? Maybe a little, but in between the folds of very ripe fruit there's some mineral and citrus pith. Bottom line: the funky blue bottle catches your eye and the wine is fine. But the 2005 cost $15 and this one is going for $28. Can somebody please explain the drastic price hike?",,87,28,Galicia,Albariño
62919,Spain,"Salneval is the so-called baby Albariño from Condes de Albarei, and it's lively and complete. Aromas of honeydew and peach nectar are appropriate and welcoming, while the apple, orange and pineapple flavors are fresh and agile. A wine for salads and seafood.",Salneval,87,10,Galicia,Albariño
63279,Spain,"Melon, honey and white stone-fruit aromas carry the nose, with a touch of sulfuric match stick sneaking in late. The palate deals good lime, citrus and spiced apple, and while the finish is lean and short, it's also clean and scouring. A nice wine for near-term consumption.",,86,10,Galicia,Albariño
63477,Spain,"A heavier, sweeter style with cider-like aromas followed by apple and lime flavors. In the mouth, this is a more citric wine that may go well with shellfish. It's sturdy and zesty, but not that evolved. Tasted twice, with this note reflecting the better of the two bottles.",Esencia Diviña,85,19,Galicia,Albariño
63810,Spain,"Round and sweet, with heavy buttercup and honeyed aromas. This is what we call a candied Albariño; it's loaded up with canned pineapple, melon and mango. The feel is plump and the acid level fairly low. Ripe and ready as it's ever going to be.",,85,13,Galicia,Albariño
64331,Spain,"Sharp and sweaty on the nose, with bulky passion fruit, scallion and citrus flavors. This wine is on its last legs; it's soft, fleshy and starting to lose its final vestiges of freshness. You'll be better off waiting for the 2006, assuming it gets to market soon.",,83,22,Galicia,Albariño
64352,Spain,"Harder and more oily on the nose than desired, with white-fruit aromas that turn sharp. The palate has ample wetness and acidity, but the flavors are somewhat bitter, nutty and oily. It's also mildly bitter on the finish. Something's not quite right here, yet it doesn't seem flawed.",Zios de Lusco,84,19,Galicia,Albariño
64448,US,"Few winemakers in California understand acidity better than Randall Grahm, and he provides plenty of it in this brilliantly clean, bone-dry wine. It cleanses the mouth with scoury flavors of lychee, lime, nectarine, minerals and peppery nasturtium, with a foresty, resinous quality suggesting pine cone.",Ca' del Solo Estate Vineyard,91,20,California,Albariño
65369,Spain,"With pretty flower blossom aromas mixed with lemon verbena, the nose on this Albariño is very nice. There's body and weight, but balance, too. Melon, citrus and mineral flavors are clean and satisfying, and the acidity is bright and entirely food-ready.",,89,15,Galicia,Albariño
65533,US,"Albariño is turning into my favorite dry white wine. It's what Pinot Gris/Grigio claimed to be, and so often isn't. This one's really dry and acidic, with really minerally citrus flavors. Bring on the salty tapas.",,90,18,California,Albariño
65943,Spain,"Admittedly we are tasting this later than we'd prefer, but for an '07 it is still showing vital signs and attractive aromas of sugared pastry, candied apple and lemon-lime. The palate is mostly fresh, though not as lively as it probably was nine months ago, while the flavors of 7Up and peach are refreshing. Drink immediately or wait until the 2008 arrives.",Dona Rosa,88,25,Galicia,Albariño
65968,Spain,"The “value” label from Condes de Albarei is always a good bet. Oceanic aromas and a spritz of lime make the nose just right, and the lively palate of lemon, melon and banana is charged up. Tight on the finish, with citrus and almond skins, and then a lasting impression of pineapple. Young and raring to go.",Salneval,88,10,Galicia,Albariño
66223,US,"This is a really terrific white wine, from a variety that's fast gaining traction, although few are producing it. More should. It's classically dry and crisp, with mineral-infused flavors of apricots, green apples and spices. So good and complex, and exceptionally versatile at the table.",Estate Grown Produced and Bottled,91,22,California,Albariño
66247,Spain,"Slightly dusty, spicy and cider-like on the nose, with a tight palate holding nectarine, melon and apple flavors. It's fairly exact in terms of mouthfeel, while the finish is clean and reflects well on the wine. Drink now.",Esencia Diviña,88,23,Galicia,Albariño
66590,Spain,"Pleasant but a little light on the nose, with candied fruit notes. Flavors of green melon, apple and citrus are standard fare and clean, while the feel is fresh and peachy. A balanced and nice wine, but not overly exciting or precise. Drink now with salad or fish.",,87,18,Galicia,Albariño
66736,Spain,"Interesting blanco from the inland Galician region of Ribeira Sacra. It's Albariño with 15% Godello, and it's ready to drink now. Aromas of pulpy peach and pineapple are nice, while the apple and lime flavors are fairly gentle and flush. Finishes with adequate freshness for an '07, making it a no-qualms type of white wine.",,87,16,Galicia,Albariño
67121,US,"Albariño is one of those new white wine varieties that's creating such interest. This wine is dry and crisp and minerally, with honey-infused flavors of citrus fruits, apricots, peaches and wildflowers. It's a great sipper and so versatile with everything from Mexican to Vietnamese.",Terra Alta Vineyard,88,16,California,Albariño
67766,Spain,"Light aromas of melon, apple and pear are just fine, and the mildly chunky palate sporting apple-based flavors is good, as is the pineapple finish. Tasty and simple Albariño, and really not much more to say. Good for the summer into fall.",,86,10,Galicia,Albariño
67792,US,"I wish this wine were drier because it has polished citrus, floral and mineral flavors and a rich, pronounced acidity. But it's sugary throughout.",Danza Blanca,83,10,California,Albariño
68803,Spain,"Tan in color and smelling fairly oxidized. Aromas of peach pits and blanched almond lack freshness, while the palate veers more toward applesauce than fresh fruit. There's some life left but not enough to make it a recommended wine. Tastes, feels and smells sort of jumbled.",,84,23,Galicia,Albariño
68804,Spain,"Chunky spiced apple and saline aromas get the wine off on so-so footing, and the apple and grapefruit flavors come with weight. Citrus takes over on the finish, but it's kind of pithy. Doesn't seem as fresh as it should be for a brand new '08.",,84,15,Galicia,Albariño
69242,Spain,"Salinic, eggy and simply not that fresh. Maybe it's the wine or maybe it's past its prime, but for Albariño it's not showing much. The palate is soft and flat, with fleshy flavors of muddled apple. And the wine just splats against your palate without delivering any grace or cut.",Gran Vinum,83,26,Galicia,Albariño
69939,US,"This Albariño is a pretty little wine and refreshingly different. There's subtle white flowers and quince upfront, followed by a light-bodied but intensely perfumed palate. While the mouth is a bit soft, this wine ends with a refreshing kick of acid. Try with light fish dishes.",,83,24,Virginia,Albariño
71232,Spain,"Waxy melon and apple aromas are intricate and welcoming, while the melon and citrus flavors are just as they should be. Do Ferreiro is a consistent high-end producer in Rias Baixas and its '05 Albariño is great. It picks up steam as it goes along and will go great with salads and seafood. Drink now.",,90,24,Galicia,Albariño
71265,Spain,"Clean and vibrant, with citrus blossom and apple aromas. The palate is a bit neutral in flavor but shows good cut and a cleansing feel along with tastes of spiced apple and white nectarine. Finishes clean and pure. Drink now.",,88,15,Galicia,Albariño
71338,Spain,"Very nice apple blossom and lightly stony aromas greet you, and the apple and apricot flavors are juicy and ripe. This is an all-fruit wine with just enough acidity and minerality to keep it in shape. Finishes with citrus and melon. Drink now.",,89,24,Galicia,Albariño
71501,Spain,"There's not much difference between this wine and the label's less expensive Brandal. This is a bit richer, with chunky melon aromas and peach melba flavors. But it may suffer a bit from additional ripeness and lower acidity. For best results, get at it fast.",,87,25,Galicia,Albariño
71509,Spain,"A little weighty, with ripe apple and peach aromas. Fairly succulent in the mouth, with apple and citrus flavors that are both sweet and a touch chewy. Some pith on the finish adds complexity and overall you can't knock the wine's character. Drink now.",Brandal,87,15,Galicia,Albariño
71586,Spain,"It's already too late for an '04 Albariño, but this one still has some life and kick in it. The nose has some peanut and lacquer, but overall apple aromas ride high. In the mouth, it shows the oily quality of an aging white along with peach, citrus and nut flavors.",,86,18,Galicia,Albariño
72313,Spain,"This is fresh on the nose, with peach, green banana and mineral aromas. The palate feels citrusy and racy, with lemon, green apple and gooseberry flavors, while the finish is cleansing and quick. This is lean, sassy and ready to drink.",Covello,86,15,Galicia,Albariño
72372,Spain,"Like with past vintages, prominant pineapple and apple aromas come across pleasantly but with a slightly bitter tinge. The palate is concentrated with green apple and nectarine flavors. The finish falls off and loses some flavor as it moves along.",,87,,Galicia,Albariño
72395,US,"With this bottling, Marimar Estate confirms itself as one of the two best, most consistent producers of Albariño in California, along with Longoria. The wine is brilliant, with brisk acidity, dryness, modest alcohol and complex flavors of citrus fruit and zest, minerals, white tobacco and ripe figs.",Don Miguel Vineyard,92,32,California,Albariño
73009,Spain,"This white smells open and leesy, with melony accents. The palate feels zesty but simple, with dilute, tart flavors of citrus and apple. The finish falls off quickly and ends up tasting bland. Drink now.",Salneval,85,12,Galicia,Albariño
73190,Spain,"For freshness and elegance in an unoaked wine, look no further than this leesy, smooth Albariño that shouts of its coastal origin. Sea notes, apple and peach grace the bouquet, while the plump but zesty palate offers minerally lemon, lime and apple flavors.",O Rosal,91,24,Galicia,Albariño
73320,Spain,"Neutral aromas suggest peach, apple and minerality. Solid, compact and healthy on the palate, with peach and white pepper flavors. Good on the finish but starting to show some maturity; at peak level now so drink immediately or wait for the 2011.",Sobre Lías,87,18,Galicia,Albariño
73566,Spain,"Dusty aromas of apple and vanilla break up fast as the wine shows oxidized notes. The palate feels narrow and lemony, while the flavor profile is one dimensional and settles on lemon and tart apple. On the finish, things turn stalky in flavor and acidic in feel.",,85,17,Galicia,Albariño
73852,US,"Over the years, Longoria has proven itself to be one of the best producers of Albariño in California. The 2012 bottling doesn't disappoint. In its dryness, crisp acidity, sleek flavors and modest alcohol level, it defines the grape variety's possibilities in the Golden State. The wine never saw oak. What you get are savory lemongrass and grapefruit flavors, with hints of honey and nectarines.",,90,23,California,Albariño
74156,US,"One of the fuller-bodied Albariños out there, this bottling, from veteran winemaker Volk, is dense in cream, tangerine, Meyer lemon, hazelnut and spice flavors. It's a complex wine that changes in interesting ways as it warms up in the glass.",Riverbench Vineyard,90,24,California,Albariño
74252,US,"An easy to drink white wine, of a style increasingly popular. It's unoaked, allowing pure citrus, honey and spice flavors to star. Brisk Edna Valley acids and minerals make the mouthfeel lively.",Paragon Vineyard,87,17,California,Albariño
74430,Spain,"This is an ideal summer white. It's light but crisp on the bouquet, with whispy pear, apple and citrus aromas. Freshness reigns on the palate despite there being pulpy citrus flavors. Another wave of citrus carries the clear finish to a precise ending. Delicious white wine.",Abadia de San Campio,90,20,Galicia,Albariño
74705,Spain,"Albariño is a fragile style of white wine and some just don't age well. This is one of those wines; it's slightly past peak maturity, as evidenced by wheaty, yeasty aromas. The palate finishes with a hint of bitter citrus pith.",,85,34,Galicia,Albariño
74806,Spain,"Oxidized citrus aromas are flabby, as is the palate. Flavors of apple and peach are basic, while the finish feels dull and dried out, with no kick or lasting flavor other than mild bitterness.",,82,19,Galicia,Albariño
75097,Spain,"Pazo Señorans generally makes great wine, but this aged Albariño is past its prime. The nose is soft and smells mostly of toffee and vanilla, while the wine has a maderized tint and stalky, geriatric flavors of bland apple and oxidized citrus. This wine should have been drunk five years ago.",Selección de Añada,82,75,Galicia,Albariño
76100,Spain,"This is more than admirable for a 100,000-case, widely available Albariño. Apple, lime and mineral aromas set up a cutting, citrus-driven palate, with crisp, narrow flavors of lemon and green apple. A touch pithy on the finish, which is long and minerally.",,89,12,Galicia,Albariño
76648,Spain,"Nice, clean and vibrant, with a welcoming set of peach, apricot and citrusy aromas. The wine is 100% correct and fresh, with clarity and flavors of apple, peach and green grapes. Shows just enough body, acid and pith on the finish, but drink now before it starts to fade.",,89,18,Galicia,Albariño
76668,Spain,"Textbook Albariño from what's shaping up into one of Galicia's best years in a long time. This wine is elegant and lightly creamy, with flower blossom and citrus aromas preceding apple, peach and nectarine flavors that are straight from the farm stand. A pure and exemplary wine given that 30,000 cases were made.",,91,22,Galicia,Albariño
76910,Spain,"Crisp, clean and minerally on the nose, with apple and green-fruit aromas. It has a round, smooth feel and flavors of peach, apple and citrus that will enliven the palate and aid almost any seafood, vegetable or salad. A natural wine with just enough powdery sweetness to raise a smile.",,89,18,Galicia,Albariño
77824,Spain,"Minerally as well as lemony and zesty on the nose, this is nevertheless neither pushy nor intense. The palate offers good acidity and razor-sharp clarity, along with flavors of pineapple and apple. Alert on the finish, this is a firm refresher.",,88,12,Galicia,Albariño
77866,Spain,"Minerality and crispness define the bouquet, which brings green apple and citrus aromas. There's punch and spritz on the palate as well as sweet citrus and juicy lime flavors that break up a little as they fan out. Not sure if there's residual sugar, but the wine tastes a bit sweet.",,88,16,Galicia,Albariño
77886,Spain,"A little leesy on the nose, but mostly it's forward and lemony. The palate is citric and crisp as a whistle, with lemon, green apple and a secondary sweetness akin to pineapple. Focused and clean on the finish; chiseled and defined.",,90,15,Galicia,Albariño
78395,Spain,"Crisp and minerally up front, with aromas of apple, peach and dust. It's fresh, maybe a touch basic at its core, with flavors of apple cider, apricot and almond skins. There's nothing not to like about this Albariño, which is pure, pithy on the finish, and more than solid in a pedestrian, familiar sort of way.",Single Vineyard,88,18,Galicia,Albariño
78462,Spain,"Subtle and minerally on the nose, this has bashful white-fruit aromas that are at the peak of freshness. It feels good, lively and complete, while flavors of apple, citrus and mineral are well balanced. Drink immediately.",,88,18,Galicia,Albariño
78488,Spain,"Apple and melon aromas are pure and minerally. The palate is round and offers good density and acidic balance along with tasty, better-than-normal melon, papaya and apple flavors. Creamy but balanced on the finish; meets or beats any reasonable expectation for fine Albariño.",,90,15,Galicia,Albariño
78662,Spain,"Starts out a little gaseous and sulfuric, but it picks up steam in the mouth, where flavors of apricot, citrus and tropical fruits perform a likeable dance. Powerful acidity pushes it in the right direction, and the finish of lychee, passion fruit and nectarine is lasting. Very nice wine but relatively high in price.",,88,25,Galicia,Albariño
78672,Spain,"Stylistically, this is at odds with what I feel Albariño should be. That said, it's a well-executed and well-made barrel-fermented white with full-force toast and popcorn aromas followed by a resiny, vanilla-fueled flavor profile that folds in apple, banana and creamy frosting. Still vital and healthy after three years in bottle.",Nora da Neve,88,29,Galicia,Albariño
78787,Spain,"Simply delicious white wine with lip-smacking freshness, bright peach and apple flavors, and clarity from front to back. It's a little leesy but a lot more crisp and oceanic, with a well-cut body and mild citrus undertones throughout.",,90,15,Galicia,Albariño
78798,Spain,"Crisp, lemony aromas are pure as a sea breeze. The palate is just as pure and fresh, with ripe apple, citrus, pineapple and stone fruit flavors all mixing well. Elegant and crisp, with just the right finishing weight and length.",,90,18,Galicia,Albariño
79432,US,"Bokisch remains a small, family-owned brand to watch out of Lodi, a husband and wife team devoted to Spanish and Portuguese varieties they mostly grow themselves. This light, refreshing Albarino has green apple and pear to spare and lovely, dry acidity, its Catalan roots evident in the wine's overall Old-World style. It screams for seafood.",Terra Alta Vineyard,89,16,California,Albariño
