,country,description,designation,points,price,province,variety
49037,Italy,"This offers loads of freshly ground peppercorn, backed by touches of caper and black olive. The blackberry and plum fruits gives this wine a soft, yielding feel despite the tannins. The fruit is sourced from vineyards at various altitudes on Mt. Vulture.",Grifalco,88,14,Southern Italy,Aglianico
49517,Italy,"As far as Aglianico del Vulture goes, Damaschito is a velvety, more approachable expression of this famously powerful and tannic wine from southern Italy. It delivers aromas of wet river stone, black fruit, cherry and dried currant.",Damaschito,90,,Southern Italy,Aglianico
49528,Italy,"Aglianico del Vulture is the reigning king of red wines from Basilicata and this hearty expression shows territory-driven aromas of slate and charcoal backed by mature fruit, tobacco and spice. The mouth is greeted by intense flavors of raisin, figs and dried prunes.",Nocte,90,,Southern Italy,Aglianico
50135,Italy,This well integrated Aglianico del Vulture opens with ripe notes of black fruit and dried currants backed by softer aromas of leather and crushed clove or cinnamon. It's a massively intense and dense wine with rock-solid tannins that need to be paired with succulent steak.,Gudarrà,90,25,Southern Italy,Aglianico
50274,US,"Amador Foothill has two acres of Aglianico, an Italian clonal selection that the winery planted in 2003. There's a sweet liqueur quality to this wine, which otherwise offers intense, dusty plum and blackberry fruit notes.",Estate Bottled,84,24,California,Aglianico
50749,Italy,"This vintage of Grifalco shows beautiful aromas of smoky spice backed by loads of black fruit and drying mineral. There's a sweet element to the bouquet that recalls vanilla seed or cinnamon. The tannins are supertight so pair this wine with a sweet, fatty food such as aged cheese.",Grifalco,89,,Southern Italy,Aglianico
51161,US,"This wine is a bombast of sweet liqueur and vanilla-infused candy, dusty with a sour finish.",,81,24,California,Aglianico
51479,Italy,"This gorgeous wine from southern Italy shows the true potential of native grape Aglianico. It opens with an intense fragrance of black cherry, leather, truffle, underbrush and spice. The dense, velvety palate delivers blackberry, raspberry and white pepper with a hint of espresso. It's already delicious but hold for even more complexity. Drink through 2027.",Radici,94,60,Southern Italy,Aglianico
52290,Italy,"A meaty note of smoked bacon or bresaola opens the nose of this hearty Aglianico del Vulture. In the mouth, this wine offers bitterness, acidity and tannins in abundance, which suggests a pairing of succulent steak topped with melted blue cheese.",Macarì,88,,Southern Italy,Aglianico
52598,Italy,"Here's a smokey, mineral-driven Aglianico del Vulture with drying aromas of slate or granite backed by a thin layer of dried fruit and cassis. A spicy note of clove or black pepper appears on the tight, tannic close.",Vultur,88,,Southern Italy,Aglianico
52927,Italy,"Here's a simple, but bitingly sharp expression of Aglianico with direct aromas of black fruit and mineral backed by tight, thorny tannins. Thanks to its natural structure and alcohol, this wine has the ability to cut through the fattiest of foods.",Terra di Vulcano,87,,Southern Italy,Aglianico
53569,Italy,"Here's a smoky, gritty expression of Aglianico with firm tannins, black fruit aromas and drying mineral accents. Pair this wine with aged pecorino or pungent Roquefort cheese.",Gricos,87,,Southern Italy,Aglianico
53577,Italy,"Here's a jammy, overtly ripe expression of Aglianico that ultimately proves to be an easier and more immediate expression of this naturally tannic grape variety. Aromas include candied fruit, blackberry preserves, raw cherry and raisin.",Synthesi,87,30,Southern Italy,Aglianico
53792,Italy,"This Taurasi, made from Southern Italy's noble Aglianico grape, unfolds with earthy aromas of tilled soil, black fruit and flint. The palate delivers a core of tight black cherry, tobacco, white pepper and smoke notes along with big velvety tannins.",Riserva,91,50,Southern Italy,Aglianico
53817,Italy,"This bold wine doles out vivid aromas of black fruit, earth, tobacco and spice. The palate offers layers of blackberry, cherry, currants and black pepper along with balsamic and mineral notes. It should develop more complexity over the next few years. Drink through 2018.",Fatica Contadina,90,31,Southern Italy,Aglianico
53875,Italy,Gricos is a less formal expression of Aglianico with evident berry notes followed by mature blackberry and spice. The wine close with tight tannins and a bright spot of acidity that would work next to pasta with meat sauce and grated cheese.,Gricos,87,,Southern Italy,Aglianico
54080,Italy,"Here is a very likable Aglianico del Vulture with bright spice flavors, big concentration and black fruit. The wine is dark and impenetrable with thick tannins and chewy succulence.",Efesto,91,41,Southern Italy,Aglianico
54177,Italy,"Teodosio is a youthful and playful Aglianico del Vulture (usually among Italy's most austere red wines) with raw and chewy aromas of red fruit, prune and black plum. Its super-intense and tannic feel in the mouth is accented by flavors of bitter chocolate and spice.",Teodosio,87,,Southern Italy,Aglianico
55569,Italy,"This is a spicy and gritty expression of Aglianico with aromas of blackberry jam, mineral and Indian spice all backed by long-lasting succulence. You'll enjoy the wine's firm texture and bright fruit flavors.",,89,,Southern Italy,Aglianico
56553,Italy,"Earthy tones of farmyard, wet wool and dewy hay probably weren't by design. It's hard to get at the real fruit although glimmers of blueberry and black cherry do break through. The wine has tight, thick extraction.",,83,,Southern Italy,Aglianico
56569,Italy,"This organic wine from the scorching 2003 vintage is definitely past its prime with a brownish hue and tired aromas of resin and very ripe fruit. It's just short of cooked, but the aromas do recall jam and black fruit marmalade. The wine is thin and compact in texture with lingering notes of dark chestnut and spice.",,83,16,Southern Italy,Aglianico
56860,Italy,"Nero Latino lacks harmony overall because of its rapid succession of unrelated aromas: Red apple is followed by mushroom, beets, strawberry, chocolate and smoke. It also has an extremely strong component of coffee rinds that appears on both the nose and in the mouth. It's not a wine for everyone.",Nero Latino,83,,Southern Italy,Aglianico
57613,Italy,"This thickly extracted Aglianico is dark, absolutely impenetrable and almost too much of a good thing. Black fruit aromas are backed by ash, toast and spice. The wine is so thick and dense its texture is closer to syrup or reduction sauce than it is to wine.",Vigna Marziacanale,88,45,Southern Italy,Aglianico
58552,Italy,"This cheerful Aglianico delivers intense fruit flavors and gritty, thick tannins. It has an easy, no-fuss approach and would pair well with pasta and meat sauce or grilled pork chops.",,87,23,Southern Italy,Aglianico
58555,Italy,"Made with grapes from 40-year-old vines, this vibrant Aglianico del Vulture is thick and dense with penetrating aromas of black slate, spice, peppercorn, smoked ham and stewed blackberry. The mouthfeel has a chewy, dense quality but ends with drying tannins.",Grifalco,87,19,Southern Italy,Aglianico
59448,Italy,"This is a distinctive wine from Puglia with deep layers of blackberry jam, ash, slate roof, allspice and ground ginger. It has firm tannins and thick density that could stand up to succulent cuts of beef.",Le Maschere,87,20,Southern Italy,Aglianico
59810,US,"Marked by high acidity and thick tannins, this cherry-flavored red wine would benefit from being drier, which would make it more balanced. It's too raisiny sweet, which gives it a medicinal taste.",Estate,84,25,California,Aglianico
60043,Italy,"Jumara is an oak-driven wine that puts a lot of emphasis on spice, toast and smoke. There's not much fresh fruit back there and the wine delivers gritty tannins and a thick, grainy texture.",Jumara,86,18,Southern Italy,Aglianico
60346,Italy,"Earthy and leathery, with aromas and flavors of black olives and dried cherries. It's medium-bodied, with a chewy tannic structure that calls for rare beef at this stage of its development.",,87,22,Southern Italy,Aglianico
67414,US,"This winery's style always has been to produce food-friendly wines, and this one certainly is. Sommeliers might want to check it out as an interesting alternative to Zinfandel. It's dry and high in acidity but very fruity, with a range of blackberry, currant, raisin, licorice and pepper flavors.",Estate,88,25,California,Aglianico
68445,Italy,"Here's a vibrant, pink rosé from the southern Italian region of Campania. It is made with Aglianico grapes that are usually reserved for austere, important red wines. This expression, however, is light and fresh with forest berry and cranberry aromas.",Lacrimarosa Rosé,86,,Southern Italy,Aglianico
71068,Italy,"A blockbuster wine: big, bold and opulent on every front, you'll be seduced and subdued by its concentrated and immediate aromas of black berry fruit, pencil lead, licorice, chocolate fudge and the pretty ashen nuances. It's a masculine and multi-layered wine with expertly extracted flavors. This is a hearty wine that will cellar for many more years.",Piano di Montevergine Riserva,93,62,Southern Italy,Aglianico
71123,Italy,"This is a spectacular Taurasi Riserva from a 170-member cooperative that stretches far into the realm of extreme robustness, succulence and persistency. The aromas are seamlessly integrated, to incorporate ripe red cherry, chocolate fudge, licorice and a finely chiseled mineral note. The wine is layered with beautifully aromatic nuances and rock solid tannins in the mouth.",Riserva,92,35,Southern Italy,Aglianico
71228,Italy,"A small portion of Merlot (15%) is blended into this Aglianico-based wine to achieve plush concentration and inviting aromas of forest berry, cookie dough, peppermint, Porcini mushroom, spice and loads of licorice. It's a very solid and tannic wine that would pair well with hearty meat or game dishes: Oak-aged for 12 months.",Briccone,91,40,Southern Italy,Aglianico
71233,Italy,"Year after year, Feudi's Taurasi delivers amazing intensity and volcanic soil aromas that are so distinctive they immediately give its Campania roots away. This boasts bold cherry, with deep tones of sweet-smelling blue flower, licorice, pinecone, tobacco, campfire and charcoal. The wine is plush and velvety on the palate and those fantastic mineral notes emerge on the finale.",Selve di Luoti,90,44,Southern Italy,Aglianico
71247,Italy,"Despite its seven years of age (two of which were spent in oak), this is a seemingly youthful wine with bright and lively fruity tones of berries, cherry soda or candy, red apple backed by a supporting cast of vanilla, cedar and roasted nuts. It offers chewy, firm tannins and good length on the finish.",T,90,32,Southern Italy,Aglianico
71342,Italy,"This is a very attractive wine with loads of personality and a long list of aromatic characteristics: Porcino mushroom, cedar, spice, licorice and scented candle. It's a bit shy on the fruit though: Very modern and intense in the mouth with waxy flavors on the close.",Efesto,89,40,Southern Italy,Aglianico
71405,Italy,"A very characteristic wine of southern Italy, the nose delivers cherry, berry, tobacco, root beer, balsamic, red earth and linseed oil aromas. In fact, there's a lingering perfume reminiscent of paints in an artist's studio. The wine is elegant in the mouth with crisp acidity and a long finish.",,88,16,Southern Italy,Aglianico
71437,Italy,"This Aglianico imparts bright berry fruit, candied cherry, blueberry, licorice, white mushroom and a hearty dose of licorice. Dark, mysterious and dense, it has a solid structure and good length and would pair well with stewed rabbit or roasted lamb.",Cesco di Nece,88,23,Southern Italy,Aglianico
71504,Italy,"Thanks to a thick, purple-hued appearance you know you're in for a ripe and concentrated wine with thick layers of sweet red fruit aromas. The fruit is in fact very forthcoming but is also rendered more complex by background notes of graphite and chestnut. It's a youthful wine with a bright future.",Tenuta Rocca dei Leoni,87,20,Southern Italy,Aglianico
71525,Italy,"Deep, ripe and rich red fruit flavors characterize a wine that offers generous aromas of sweet cherry, pipe tobacco, mint, licorice and lingering smoke tones over firm, mouth-drying tannins. Aglianico, aged in oak for 12 months.",A,87,16,Southern Italy,Aglianico
71551,Italy,"This is a raw and nervous Aglianico with firm tannins and finely etched mineral tones spread over red fruit nuances and toast. The nose offers blackberry, pomegranate and ash. It begs for a pairing with stewed game meat or crunchy roasted lamb.",A,87,16,Southern Italy,Aglianico
71961,Italy,"This dar, dusty Aglianico opens with enticing aromas of liquid smoke, pipe tobacco, ash, candied fruit, leather and exotic spice. It delivers bold, dark intensity and a long-lasting finish. It speaks highly of Basilicata, one of Italy's most fascinating and unexplored regions.",Gudarrà Riserva,92,45,Southern Italy,Aglianico
71962,Italy,"La Firma, which translates to “the signature,” is a powerful wine, with bold aromatic intensity and alcoholic heat to match. It's a brawny, masculine expression, with thick layers of spice, tobacco, prune and dried berry, capped by a sensation of fullness and sweet-tasting fruit. Its velvety, smooth mouthfeel helps balance the wine's overall austerity.",La Firma,92,45,Southern Italy,Aglianico
72222,Italy,"Dark and opulent, this has a modern touch, with soft oak tones that support pretty notes of black cherry, dark chocolate, spice and tobacco. The mouthfeel is rich, toasted and delicious, with a long, dry finish.",,92,38,Southern Italy,Aglianico
72224,Italy,"As its name implies, Don Generous doles out opulence and aromatic intensity, lingering long on the nose and palate. This is a smoky, masculine expression, with notes of lead pencil, slate, prune, cassis and spice. It delivers the essences of volcanic soil with dry and firm tannins at the back.",Don Generoso,92,120,Southern Italy,Aglianico
72229,Italy,"Basilisco delivers a deeply volcanic expression of Aglianico, with aromas of dried fruit, crushed granite, lead pencil and exotic spice. Thanks to 18 months of oak aging, it also shows supple softness and a velvety texture that gives this usually austere wine an easy approach overall.",Basilisco,92,42,Southern Italy,Aglianico
72234,Italy,"This Taurasi Riserva shows the beautiful and austere side of Aglianico, with penetrating notes of dried fruit, wet river stone, cigar box and crushed clove. It delivers structure and enough persistence to pair with stewed lamb and potatoes, and it can also be cellared for 10 years or more.",Riserva,92,60,Southern Italy,Aglianico
72281,US,"This Amador Aglianico tastes of intense black cherry and dusty coffee. It exhibits all the qualities of a mature wine, with firm, dry tannins and flavors of black olive and pepper, especially on the finish. Pair it with heavy, meaty dishes cooked with vegetables.",,86,30,California,Aglianico
72871,Italy,"Aglianico grapes make powerful and tightly structured red wines, but vintner Roberto Di Meo has tamed much of that massiveness and has produced an elegant, polished bottling instead. This shows a long aromatic evolution, with subtle tones of blackberry, prune, leather and spice that evolve with more time in the glass.",Riserva,91,58,Southern Italy,Aglianico
72880,Italy,"Packaged in a massively heavy glass bottle, Vigna della Corona is an important expression of Aglianico that deftly sets a touch of oak-derived against black fruit and prune notes. Savory flavors of wild mushroom, tobacco and smoke give the wine a masculine, brawny personality.",Vigna della Corona,91,86,Southern Italy,Aglianico
72881,Italy,"With all the qualities needed for long cellar time—structure, freshness and fruit integrity—this already shows its considerable pedigree. It delivers tobacco, leather, black fruit and a touch of dried herb on the finish.",CampoRe Riserva,91,60,Southern Italy,Aglianico
72887,Italy,"Il Repertorio shows an authentic and slightly rustic personality, with flavors of candied fruit, prune, plum, lead pencil and cured meat. It delivers a polished, elegant finish.",Il Repertorio,91,25,Southern Italy,Aglianico
73231,Italy,"Bosco Faiano is a hearty, masculine wine, aged 18 months in large oak casks to deliver dark notes of dried fruit, black currant, cured meat, leather and spice. At first, this tastes bold and raw, but after a few minutes in the glass, it shows a nice evolution toward elegance.",Bosco Faiano,91,45,Southern Italy,Aglianico
73503,Italy,"Here's a unique Taurasi that shows the elegance and brawn of the Aglianico grape without some of its massive bulk and intensity. In fact, this is a tempered expression, with a bright fruit tone and a point of apparent sweetness on the finish.",,91,48,Southern Italy,Aglianico
73514,Italy,"This will hit your senses hard with dusty layers of crushed mineral, campfire ash, toasted nut and cured meat. The approach is bold and powerful. The wine rides smooth over the palate with thick tannins and determination.",Talento,91,32,Southern Italy,Aglianico
73526,Italy,"Linear and elegant, this bears dusty tones of granite and black fruit that accompany lingering background aromas of spice and tobacco. Dark and deeply extracted, the wine lasts long on the palate, expressing dark plum and cigar flavors along the way.",Raiano,91,38,Southern Italy,Aglianico
73806,Italy,"Sourced from 50-year-old vines, Bosco del Falco shows inky concentration, with dusty mineral shadings of slate, crushed granite and earth. The fruits are prune and dried berry, and the wine features tight tannins and overall complexity. Drink now, or age for five more years.",Bosco del Falco,91,32,Southern Italy,Aglianico
73808,Italy,"You can't go wrong with a beautifully bold and structured red wine like this. Meant for cold winter nights and hearty meat dishes, this elegant Taurasi opens with luscious dark fruit, prune, spice and tobacco notes. The wine's texture is fine and silky, with polished, dusty tannins.",Riserva,91,55,Southern Italy,Aglianico
73818,Italy,"A beautiful expression of Aglianico made from grapes that were sourced from the estate's Serpara Vineyard, this is darkly concentrated and powerful. It shows great aging potential, with dark fruit tones, natural structure and freshness.",Serpara,91,50,Southern Italy,Aglianico
73829,Italy,"What sets this Taurasi apart is the finesse and elegance it shows on the finish. This hearty effort reflects many of the mineral characteristics inherent to volcanic soils. A black fruit note is followed by touches of smoke, ash, tobacco, supported by polished tannins.",,90,35,Southern Italy,Aglianico
74081,Italy,"This hearty Aglianico del Vulture show a note of soft spice and a velvety texture, followed by black fruit and dried berry aromas. The wine is aged for 18 months in French oak for extra spice and smoke highlights.",,90,,Southern Italy,Aglianico
74082,Italy,"Here's a pearl for sparkling wine lovers. This bubbly rosato is made from the hearty Aglianico grape, usually reserved for one of Italy's most austere and masculine red wines. Yet here the variety shows a delicate, soft side with notes of wild berry and creamy almond paste.",DUBL,90,43,Southern Italy,Aglianico
74403,Italy,"This vineyard-designate Taurasi Riserva is probably one of the biggest, boldest wines produced in Italy. It opens with an inky black color and intense aromas of black fruit, toast, spice, espresso bean and bitter black chocolate. The jackhammer tannins are steady and firm, and there's a long tail of prune and black fruit on the finish.",Piano di Montevergine Riserva,94,65,Southern Italy,Aglianico
74583,Italy,"Definitely a standout in a crowd, Rosso di Costanza shows a broad, rustic personality, with bold tannins, a textured mouthfeel and intense aromas of ripe fruit and smoke. It's not for everyone, but if you like power and muscle, this is for you.",Rosso di Costanza,90,41,Southern Italy,Aglianico
74585,Italy,"From beautiful vineyards on the Vulture volcano in southern Italy, Divinus opens with savory aromas of leather and cured meat, followed by dried berry and prune. Polished tannins and tones of lead pencil  and smoke indicate the wine is aging nicely.",Divinus,90,,Southern Italy,Aglianico
74887,Italy,"An opulent red wine, this has dark aromas of bitter chocolate, prune, plum, blackberry, tobacco, spice and rum cake. It shows plump, round extraction in the mouth, which helps soften the variety's tannins.",Re Manfredi,90,37,Southern Italy,Aglianico
74891,Italy,"This shows elegant and linear traits of smoky mineral and dried berry, backed by savory layers of cured meat and leather. Having spent 18 months maturing in oak, this has a soft, rich approach on the palate.",Damaschito,90,25,Southern Italy,Aglianico
74974,Italy,"Serpico is a bold, larger-than-life wine, with beautiful aromatic intensity and notes of black fruit, espresso and crushed granite. Some 18 months of oak aging adds elements of dark spice and smoke; and the wine shows firm tannins and a long, polished mouthfeel. It's very elegant and should withstand many more years of cellar aging.",Serpico,93,83,Southern Italy,Aglianico
75032,Italy,"Made from the native Aglianico, this rosé sparkler is a sheer delight. It has a lovely fragrance of cherry and hints of nut and baked bread. The refreshing palate delivers additional cherry notes, pastry cream and a hint of walnut.",Dubl Rosé,90,43,Southern Italy,Aglianico
75193,Italy,"Driven by deeply smoky and ashy aromas of campfire, slate and lead pencil, there's no doubting the volcanic origins of this elegant Taurasi. The wine is etched and fine, with a smooth tannins.",Tenuta di Altavilla,90,59,Southern Italy,Aglianico
75496,Italy,"This shows unique characteristics that give it an elegant but powerful identity. The wine is aged for two years in oak, lending it an extra note of spice and round tannins. Volcanic soils render perfumed notes of blue flower and herb, and extracted richness remains at the core of this opulent wine.",Pago dei Fusi,90,46,Southern Italy,Aglianico
75595,Italy,"This offers just about the biggest, boldest aroma and taste profile you will ever find in an Italian red. The correct food pairing is essential (rare prime rib or aged cheeses) because of the firm, dusty nature of the tannins. The finish shows crushed stone and powdered black licorice.",Le Vigne a Capanno,91,,Southern Italy,Aglianico
75786,Italy,"This gorgeous rosato shows a bright pink color, offering fresh aromas of garden flower, citrus and stone fruit. It shows lively acidity, with a distant tannic touch that's barely noticeable on the palate.",Lacrimarosa,89,25,Southern Italy,Aglianico
75794,Italy,"Ros'Aura is one of the most delightful rosatos to come from southern Italy. It's a concentrated bright pink color, with fresh aromas of wild berry and pink grapefruit.",Ros'Aura,89,15,Southern Italy,Aglianico
76286,Italy,"This is a hearty, meaty wine that opens with aromas of smoked bacon, mesquite and A1 Steak Sauce. It feels smooth, rich and ends with a touch of bitter cherry.",Vigna Pezza la Corte,87,,Southern Italy,Aglianico
76288,Italy,"This is a tight, meaty Aglianico that offers a broad range of aromas that spans from black pepper to green olive to mature black cherry. The wine's solid structure makes it a good match to lamb or stewed game meat.",Tenuta Rocca dei Leoni,87,,Southern Italy,Aglianico
76406,Italy,"This is a generous and powerful expression of Aglianico, with angular edges, tight tannins and a lasting mineral impression. There's little fresh fruit here,  but prune and cassis are apparent.",Gudarrà,89,25,Southern Italy,Aglianico
76456,Italy,"This vintage of Bocca di Lupo shows balance and sophistication both in terms of its aromatic intensity and overall delivery of fresh fruit and spice. Flavors of dark plum, blackberry, black espresso and hickory smoke appear on the very rich and dense finish.",Bocca di Lupo,90,40,Southern Italy,Aglianico
76457,Italy,"Pago dei Fusi is an extremely mineral-driven wine that oozes with aromas of asphalt, wet river stone and crushed brimstone. There's are touches of candied fruit and black licorice, with notes of tobacco and campfire ash on the close. The mouthfeel is very nice: long, polished, firmly tannic, astringent and elegant. Give this wine five more years in the cellar.",Pago dei Fusi,90,,Southern Italy,Aglianico
76465,Italy,"Wines from the extinct Vulture volcano in the deep south of Italy tend to show a linear, elegant side, with etched mineral notes of smoke and crushed granite. This wine offers all those characteristics, but does so with a modern twist, showing notes of spice and plush red fruit.",,90,28,Southern Italy,Aglianico
76586,Italy,"Here's a smokey, mineral-driven red wine from southern Italy that offers a solid, silky ride just until the end, when those jackhammer tannins hit. Pair this wine with a fatty or creamy meat dish to help balance the firmness of the structure.",Colli e Sole,87,,Southern Italy,Aglianico
76682,Italy,"Taurasi is a wine that flaunts a determined and powerful personality, and Fatica Contadina is no exception, thanks to its deep layers of spice, dark fruit, tobacco and cigar that it delivers to the senses. On the palate, it is austere and tightly structured.",Fatica Contadina,89,32,Southern Italy,Aglianico
76691,Italy,"This wine inspires a pairing with foods that have a sweet cheese or butter element. It is well shaped and opulent, with loads of crushed black pepper, dried fruit and  dusty mineral nuances.",A,89,23,Southern Italy,Aglianico
76998,Italy,"Don't underestimate this wine. An Aglianico from Irpinia, it opens with pristine notes of black fruit, tobacco and crushed granite. The aromas are measured in intensity, but the wine's natural tannic backbone gives it importance and staying power.",,88,22,Southern Italy,Aglianico
77028,Italy,"Here's a full, rich Taurasi that opens with a slightly raw note of fresh cherry, exotic spice and milky chocolate. The mouthfeel is plush, long and velvety.",,90,,Southern Italy,Aglianico
77181,Italy,"Made with organically farmed Aglianico grapes, this single-vineyard expression spends nine months in oak to shape a dark, austere and smoky wine. It's not terribly complex or layered, but it does offer upfront blackberry and spice aromas over firm texture.",Vigna Pezza La Corte,87,24,Southern Italy,Aglianico
77250,Italy,"This opens with a jammy fruit aroma, led primarily by blackberry preserves and prune. The tight tannins give the wine composure and solid firmness on the finish.",Il Viola,88,19,Southern Italy,Aglianico
77255,Italy,"Terre di Orazio offers a compact, subtle expression of Aglianico that seems to be holding back. The aromas are subtle, with just  the right intensity of fruit and spice.",Terre di Orazio,88,22,Southern Italy,Aglianico
77256,Italy,"This is nicely balanced and easy in terms of its tannins and overall intensity, with enough structure to pair with game meat or succulent red meat. The bouquet is redolent of spice, black fruit and crushed granite.",Rubrato,88,19,Southern Italy,Aglianico
77315,Italy,"Taurasi is one of the great red wines of Italy (sometimes dubbed “the Barolo of the South”), and this expression delivers amazing intensity both in terms of its bouquet and mouthfeel. Its aromas include ripe, chewy blackberry, pipe tobacco, toasted espresso and crushed granite. The mouthfeel is plush, rich and firmly textured, with polished tannins and a smoky aftertaste.",,90,38,Southern Italy,Aglianico
77573,Italy,"This delivers excellent value, with dark fruit aromas, tight tannins and a lingering spice note. The wine is aged partly in oak and partly in stainless steel. It would make an excellent partner to barbecued meats.",Grifalco,88,14,Southern Italy,Aglianico
77577,Italy,"From the Zonin family's brand-new winery at Masseria Altemura—one of the most important wine investments made in Puglia in decades—comes this spicy, leathery expression of Aglianico. It delivers bold fruit and blackberry notes, with distant prune and tobacco accents.",,88,18,Southern Italy,Aglianico
77620,Italy,"This grand wine, with its heavy consistency, tannic backbone and aromatic intensity, should pair well with aged cheeses or grilled red meat. The elegant bouquet opens with thick black fruit, crushed stone, asphalt and dried tobacco. The mouthfeel is equally huge and bold.",,90,,Southern Italy,Aglianico
77805,Italy,"Although those superfirm tannins do pop up on the end, this is a relatively smooth and fruit-forward expression of the austere Aglianico variety. Blackberry and maraschino cherry is surrounded by a drying aromatic embroidery of mineral and powdered spice.",,87,,Southern Italy,Aglianico
77814,Italy,"A meaty note of bresaola or smoked bacon opens the nose of this hearty Aglianico. The wine offers black concentration and rich aromas of sweet spice, blackberry jam, crushed pepper, milky chocolate and sour cherry.",,86,16,Southern Italy,Aglianico
77823,Italy,"Packaged in a screwcap bottle, Rocca del Dragone is a sophisticated value wine with an easy approach. A sweet-tasting blackberry note is backed by firm tannins and toasted oak spice.",Rocca del Dragone,88,15,Southern Italy,Aglianico
77833,Italy,"Here's a bold, ripe and chewy expression of Aglianico, with loads of plump cherry and blackberry followed by notes of dark spice and moist pipe tobacco. The wine would pair with lamb chops or roast pork.",,88,13,Southern Italy,Aglianico
77848,Italy,This pretty Aglianico from the up-and-coming Irpinia subzone of southern Italy delivers tightly etched tannins that are backed by soft layers of black fruit and leather. It successfully highlights the grape's natural characteristics.,,88,20,Southern Italy,Aglianico
77954,Italy,"This is a fantastic wine should pair well with meat or pasta. Its aromas include cassis, currant, crushed mineral, cola and dark asphalt. The mouthfeel is firm and structured without being overwhelming.",Elkon,89,17,Southern Italy,Aglianico
78037,Italy,"Here's a food-friendly Aglianico that opens with pungent aromas of green herb, talc powder, crushed stone and dried fruit. It's a drying but not astringent wine that leaves a polished sensation on the finish.",,86,15,Southern Italy,Aglianico
78150,Italy,"A stenciled “A” on the bottle makes for some very handsome packaging. The wine inside the bottle is just as successful as its label, with savory aromas of cured meat and leather, backed by black fruit and Indian spice notes.",A,88,23,Southern Italy,Aglianico
78152,Italy,"Redolent of moist pipe tobacco and exotic spice, like cardamom and clove, this is a massive wine that hits all the senses in full force. Dark fruit and prune notes add a light impression of sweetness to the otherwise superchewy, thick mouthfeel.",Piano del Cerro Riserva,88,30,Southern Italy,Aglianico
78160,Italy,"Although they are made by the same company, this offers slightly different characteristics than the Aglianico del Vulture produced by Feudi di San Gregorio. This is a balanced and linear wine, with wild berry and spice aromas that render a sensation of brightness.",Teodosio,88,20,Southern Italy,Aglianico
78166,Italy,"Rubrato is a midlevel Aglianico that offers an easy, approachable interpretation of one of Italy's most powerful grape varieties. This shows pretty accents of spice and dark fruit.",Rubrato,88,19,Southern Italy,Aglianico
78168,Italy,"From one of the best producers in the little-traveled region of Molise on Italy's Adriatic flank, this wine shows the far reaches of the Aglianico grape in southern Italy. This expression shows bright fruit tones of blackberry and cherry, backed by velvety tannins.",Contado Riserva,88,17,Southern Italy,Aglianico
78449,Italy,"From the Sannio area of Campania, this is a thin and easy expression of Aglianico that offers a very frank and upfront interpretation of the grape variety. Aromas include dark berry, tobacco and spice followed by firm tannins at the rear.",,86,16,Southern Italy,Aglianico
78455,Italy,"Vultur captures the essence of volcanic  soil, expressing notes of wet earth, crushed stone, ash, tobacco and dried berry, plus dusty, firm tannins.",Vultur,88,,Southern Italy,Aglianico
78463,Italy,"Carefully aged in oak casks, this hearty Aglianico shows complexity and brawn, with bold notes of black fruit, spice and leather. Tightly firm tannins give it long staying power.",,88,30,Southern Italy,Aglianico
78758,Italy,"This informal expression of Aglianico opens with zesty, slightly green aromas of curry leaf and dried herb, with subtle hints of wild berry and cassis. The finish is strongly reminiscent of crushed white peppercorn.",,87,26,Southern Italy,Aglianico
78769,Italy,"Perfect for grilled or roasted meat dishes, this is a well-priced and approachable Aglianico-based wine, with soft tones of ripe fruit and tobacco. The finish is clean and tight, with medium intensity.",Vignali,87,15,Southern Italy,Aglianico
78984,Italy,"Available at an attractively low price, this oak-aged Aglianico opens with dark, brooding tones of cassis, dark spice, resin, tar and black licorice. The mouthfeel is firm and tight, making this wine suitable for a fatty meat dish such as a juicy cheeseburger.",,86,13,Southern Italy,Aglianico
79064,Italy,"Aged in large oak casks, this wine shows bold spice and dried berry aromas, with lingering accents of leather and pipe tobacco. The tight tannins give the wine structure and staying power.",Gricos,87,11,Southern Italy,Aglianico
79077,Italy,"This inky-dark red wine made from the hearty Aglianico grape shows chewy, rich berry flavors and determined alcoholic heat. This is a powerful red wine, with loads of black fruit intensity and a bold, chewy finish.",Prime Vigne,87,17,Southern Italy,Aglianico
79369,Italy,"Hearty Aglianico is blended with a small percentage of Sangiovese to produce a tight and straightforward red wine, with sassy spice and dark fruit aromas. Pair this value wine with pizza or grilled sausage.",Guaglione,87,13,Southern Italy,Aglianico
79374,Italy,"Aglianico Isso delivers leather and spice, surrounded by soft contours of cherry and blackberry. The dusty tannins that characterize this grape variety appear on the finish.",Isso,87,21,Southern Italy,Aglianico
79465,Italy,"A hearty, masculine effort, with thick aromas of blackberry, espresso, black granite and pipe tobacco. It has a firm tannic backbone, with a slightly chewy quality to the fruit flavors.",Starsa,88,,Southern Italy,Aglianico
79651,Italy,"This bright Aglianico delivers a dark fruit aroma, with touches of rum cake and dusty mineral at the back. The brightness of the acidity will refresh your tastebuds.",,87,13,Southern Italy,Aglianico
79655,Italy,"Spelled with a backward “P,” Pipoli delivers dark fruit nuances of blackberry and prune, with light touches of cherry soda and raspberry at the back. There's a subtle impression of sweetness that helps soften the grape's tight tannins.",Pipoli,87,16,Southern Italy,Aglianico
