,country,description,designation,points,price,province,variety
33153,Argentina,"This smells roasted, leathery and earthy, with a mouthfeel that's solid if a bit scratchy. It delivers an intense wild-berry aroma and some of Cafayate's signature complex herbal character. Oaky vanilla and dill notes accent the finish.",Reserve,85,18,Other,Barbera
33610,Italy,"Ripe blackberry, wild herb, menthol and a whiff of exotic spice lead the nose. The dense, full-bodied palate offers dried black cherry, vanilla, toast and espresso alongside the warmth of alcohol and round tannins.",La Castella,88,34,Piedmont,Barbera
33623,Italy,"Aromas of dark berry, cooking spice, chopped herb and a whiff of violet lead the nose. The racy palate offers sour cherry, cranberry, espresso and sage alongside brisk acidity and close-grained tannins. A hint of clove closes the finish.",Sagrin,88,28,Piedmont,Barbera
33915,Italy,"Plum, graphite, menthol and exotic spice aromas jump out of the glass. The big, round palate delivers dried black cherry, mature blackberry, licorice and vanilla alongside chewy tannins.",Bric Loira,88,25,Piedmont,Barbera
34183,Italy,"Straightforward and savory, this easygoing red offers aromas of wild berry, violet and a whiff of dark kitchen spice. The vibrant palate offers juicy black cherry, licorice and ground pepper set in a frame of racy acidity.",,88,22,Piedmont,Barbera
34196,Italy,"Aromas of plum, pressed violet, toasted oak and a whiff of exotic spice lead the nose. The palate offers dried black cherry, raisin, licorice, espresso and black pepper alongside fine-grained tannins.",Croere,88,35,Piedmont,Barbera
34231,Italy,"Straightforward and savory, this easygoing red offers aromas of wild berry, violet and a whiff of dark kitchen spice. The vibrant palate offers juicy black cherry, licorice and ground pepper set in a frame of racy acidity.",,88,22,Piedmont,Barbera
34244,Italy,"Aromas of plum, pressed violet, toasted oak and a whiff of exotic spice lead the nose. The palate offers dried black cherry, raisin, licorice, espresso and black pepper alongside fine-grained tannins.",Croere,88,35,Piedmont,Barbera
34245,Italy,"This opens with earthy aromas of scorched earth, overripe plum and a whiff of game. The straightforward palate offers juicy wild cherry, raspberry jam, coffee and vanilla alongside zesty acidity and fine-grained tannins. Drink through 2017.",Suri di Mu,88,22,Piedmont,Barbera
34558,Italy,"Mature plum, crushed violet and dark cooking spice aromas come together in the glass. The firm palate delivers dried cherry, blackberry extract and licorice alongside firm, fine-grained tannins. Drink soon to capture the remaining fruit.",Otto,87,14,Piedmont,Barbera
34559,Italy,"Fresh and fruity, this easy-drinking red delivers aromas and flavors of black cherry, blackberry, black pepper and a hint of anise. Thanks to bright acidity, it can be paired with almost any dish.",,87,16,Piedmont,Barbera
34613,US,"Spicy, with a big red-fruit expression, this is a yummy Barbera that's full of bright cherry juice. It's textured, layered and complex with a leathery finish. This wine is one to store for future enjoyment or to break open now with pasta now.",Cooper Ranch,92,25,California,Barbera
34830,Italy,"This opens with aromas of scorched earth, leafy underbrush, mature blackberry and a whiff of espresso. The straightforward palate offers ripe black cherry, toast, anise and a hint of mint alongside fine-grained tannins.",Sabri,87,21,Piedmont,Barbera
34833,Italy,"Mature plum, crushed violet and dark cooking spice aromas come together in the glass. The firm palate delivers dried cherry, blackberry extract and licorice alongside firm, fine-grained tannins. Drink soon to capture the remaining fruit.",Otto,87,14,Piedmont,Barbera
34834,Italy,"Fresh and fruity, this easy-drinking red delivers aromas and flavors of black cherry, blackberry, black pepper and a hint of anise. Thanks to bright acidity, it can be paired with almost any dish.",,87,16,Piedmont,Barbera
34841,Italy,"Mature plum, underbrush, spice and mocha aromas lead the nose while the warm, forward palate offers dried black cherry, blackberry extract, licorice and a hint of nut. Drink soon to capture the remaining freshness and before the fruit dries up entirely.",,87,,Piedmont,Barbera
34846,Italy,"Aromas of dried berry, plum, rose and underbrush lead the nose. The easygoing palate offers raisin, blackberry jam, walnut and black pepper. Enjoy through 2017.",La Ribelle,87,20,Piedmont,Barbera
34848,Italy,"Aromas of mature plum, toasted oak, menthol and dried herb lead the nose. The firm palate offers blackberry jam, dried black cherry, Oriental spice and licorice alongside grainy tannins that leave an astringent, mouth-drying finish.",,87,23,Piedmont,Barbera
34850,Italy,"Darkly colored and densely concentrated this opens with aromas of dried plum, espresso and exotic spice. The evolved palate offers raisin, fig, licorice and ground pepper alongside fine-grained tannins. It's showing the heat of the vintage so drink soon before the fruit dries up completely.",Mervisano,87,35,Piedmont,Barbera
34851,Italy,"Aromas of mature plum, espresso, coconut and toasted oak lead the nose. The firm palate offers fig, blackberry jam, licorice and roasted coffee bean alongside firm, fine-grained tannins. The fruit is starting to dry up so drink sooner rather than later.",Armujan,87,28,Piedmont,Barbera
35147,Italy,"Aromas of espresso, French oak, blackberry and exotic spice lead the way. The firm palate offers raw black cherry, coconut and oak-driven spice alongside racy acidity and fine-grained tannins. It closes on a note of roasted coffee bean.",Peiregal,87,36,Piedmont,Barbera
35203,US,"With 20% Petite Sirah blended in, Andis's Barbera is juicy, balanced and perfumey. It's a beautiful wine with cranberry, vanilla and cherry aromas and flavors. Pair with your favorite pasta, pizza or grilled meats.",Cooper Ranch,91,28,California,Barbera
35457,Italy,"Warm and full-bodied, this opens with aromas of espresso, fig, dried berry, toasted oak and clove. The dense palate offers raisin, oak, roasted coffee bean and spearmint alongside round tannins. You'll also notice the heat of evident alcohol.",Bricco Paradiso,87,30,Piedmont,Barbera
35645,Italy,"Warm and full-bodied, this opens with aromas of espresso, fig, dried berry, toasted oak and clove. The dense palate offers raisin, oak, roasted coffee bean and spearmint alongside round tannins. You'll also notice the heat of evident alcohol.",Bricco Paradiso,87,30,Piedmont,Barbera
35654,Italy,"Toasted oak, coconut, espresso and exotic spice aromas come together in the glass. The firm palate offers blackberry, licorice and oak-driven spice alongside grainy tannins and brisk acidity.",Fiorenza Cascina Meriame,87,,Piedmont,Barbera
35669,Italy,"Aromas of raisin, Oriental spice and resin emerge in the glass. The polished but evolved palate offers dried black cherry, mocha, clove and licorice alongside smooth, fleeting tannins. This has seen fresher days so drink soon.",Barrique,87,,Piedmont,Barbera
35774,US,"Easton's small-production Barbera is tight, showcasing its mountain-grown fruit, and quite savory and leathery in style. With a backbone of blacker fruit than Cooper Ranch, it's earthy and ready for mushroom-laden pasta dishes or risotto.",Monarch Mine Vineyard,90,25,California,Barbera
35930,Italy,"Blackberry, ripe plum, kitchen spice and moist earth aromas lead the nose. The straightforward, easy-drinking, palate offers black cherry, white pepper and a hint of anise alongside lively acidity.",,87,35,Piedmont,Barbera
36191,Italy,"Aromas of baked plum, charred earth, melted chocolate and Asian spice lead the nose. The evolved, extracted palate offers raisin, a hint of exotic spice and a green note of powdered sage that leaves an astringent finish. This has seen better days so drink soon.",,86,27,Piedmont,Barbera
36194,Italy,"This opens with aromas of new oak, burned rubber, raisin and vanilla. The one-dimensional palate offers candied date, fig, mocha and licorice alongside bracing, grainy tannins that leave a mouth-puckering finish. It lacks the fruit richness needed to stand up to the oak spices and astringent tannins.",L'Equilibrio,86,29,Piedmont,Barbera
36205,Italy,"Fresh and fruity, this simple, easy-drinking red doles out black cherry, blackberry, white pepper and clove. Racy acidity brightens the juicy fruit flavors.",,86,17,Piedmont,Barbera
36301,US,"A bit stubborn upon opening, this young Barbera needs plenty of breathing time before it shows its fruit. The 21 months in both French and American oak give it a woody nose, along with flavors of dark chocolate and smoke. Juicy berry notes slowly come into focus after several hours of breathing time.",Sagemoor Vineyard,87,26,Washington,Barbera
36497,Italy,"Aromas of baked plum, forest floor, roasted coffee bean and toasted oak lead the nose. The dense, one-dimensional palate delivers blackberry jam, licorice, peppermint and espresso alongside grainy tannins. The the heat of alcohol dominates the midpalate and the finish, throwing this off balance.",Il Bergantino,86,36,Piedmont,Barbera
36575,US,"Frankly sweet, with overripe raisin, blackberry jam and chocolate flavors, wrapped into heavy tannins. High alcohol gives it a hot, prickly finish.",Lot One,82,38,California,Barbera
36582,US,"Muted, bitter and sour, this Renwood Barbera, meant to be its better offering, is not as good as its larger-release Red Label version and double the price.",Estate,81,25,California,Barbera
36584,US,"A harsh, disagreeable wine. So high in acidity, it's sour, and the finish is sweet and hot.",,81,33,California,Barbera
36600,Italy,"Fresh and easygoing, this bright red opens with subdued aromas of red berry and a whiff of cooking spice. The lively, informal palate offers black cherry, ground pepper and a hint of anise alongside brisk acidity.",Pian Scorrone,86,15,Piedmont,Barbera
36607,Italy,"Made with organically grown grapes and with no added sulfites, this opens with earthy aromas of black-skinned fruit, ground pepper and a whiff of truffle. The lively, simple palate offers black cherry and clove alongside vibrant acidity.",Zeroincondotta,86,14,Piedmont,Barbera
36610,Italy,"Baked plum, baking spice coconut and vanilla aromas lead the nose. The evolved, fleeting palate offers raisin, nut and a hint of clove. Drink now.",Vigna da Capo,86,42,Piedmont,Barbera
36627,Italy,"Fresh and easy drinking, this informal wine opens with aromas of dark cherries, blackberries and a whiff of clove that carry over to the straightforward palate. It's straightforward but well made.",Baby,86,,Piedmont,Barbera
36866,Italy,"This offers earthy aromas of prune, scorched soil, pressed violet and a whiff of game. On the simple, informal palate, hints of black pepper and coffee add interest to the core of dried black cherry.",,85,12,Piedmont,Barbera
37450,Italy,"Fresh and informal, this lean, easygoing red offers aromas and flavors of crunchy sour cherry, ground pepper and a hint of star anise. Brisk acidity gives it a racy feel.",Don Giovanni,85,17,Piedmont,Barbera
38055,Italy,"Aromas of scorched earth, game, burned rubber and a funky whiff of barnyard waft out of the glass and carry over to the dense palate along with raisin, fig, licorice and a gamy note. It's rustic and extremely evolved with an abrupt, bitter finish.",Vigna Campo del Gatto,84,30,Piedmont,Barbera
38083,US,"Smooth, easy to enjoy and crisp in acidity, La Folia's Barbera tastes lighter than its 15.5% alcohol with a mocha kiss on the finish.",,89,28,California,Barbera
38454,US,"Dry, robust and gritty in tannins, this country-style wine also has a hefty dose of acidity. Its blackberry flavors are tinged with earthy notes of coffee and tobacco. Needs something rich and oily, like lasagna.",,86,26,California,Barbera
40686,Italy,"Here's a gorgeous Barbera d'Alba from the vicinity of Castiglione Falleto with a dark, concentrated ruby color and a multi-layered nose consisting of tar, licorice, blueberry and dried currant rounded off by a lovely accent of white truffle and moist earth. Spicy and tangy in the mouth with excellent acidity, this wine makes a good match to cream or cheese-based pasta sauces.",Tre Vigne,90,,Piedmont,Barbera
40691,US,"Barbera should be dry, tannic, full-bodied, crisp in acidity and, when it's from California, fruity. This one meets all those standards, and then some. It has flavors of grilled blackberries, molasses, bacon, star anise and red currants, with a hint of cocoa. Best now and through 2014.",Reserve,90,40,California,Barbera
41844,US,"Soft and simple, this bears cola, cherry pie, red currant and pepper flavors that finish sweet-tasting. This is a fine choice to drink with pizza and Mexican food.",,84,32,California,Barbera
42223,Italy,"This Barbera d'Alba is aged 15 months in oak and boasts well-defined notes of exotic spice, cigar box and shades of sweet vanilla. You'll find the fruit in the mouth, especially on the plum-driven finish. Overall, the use of wood helps shape an attractive, well-structured wine.",Croere,89,,Piedmont,Barbera
42224,Italy,La Court represents a bigger and meatier style of Barbera d'Asti with good concentration and a parade of wild fruit and smoked bacon aromas. The wine has piquant acidity on the close and would pair with creamy lasagna or asparagus with béchamel sauce.,La Court,89,45,Piedmont,Barbera
42361,US,"Too soft and sweet, like melted raspberry jam. Feels tired and syrupy.",Reserve,81,18,California,Barbera
42380,US,"Too sweet in sugary blackberry jam to earn a higher score, but if that's your liking, go for it.",Estate Grown,80,20,California,Barbera
42525,Italy,"Representing four generations of winemaking, Vietti makes a strong show with this intense and vibrant ruby colored wine. Layers of toast, coffee and ripe red fruit reveal themselves to the nose with deep spice and clove that last long on the palate. This wine boasts solid structure and power.",Tre Vigne,89,,Piedmont,Barbera
42815,Italy,"When compared to Nebbiolo, Barbera offers fewer tannins and more acidity. This is why it's a perfect pairing partner to cheesy pasta dishes, lasagna or any other fatty dish. The aromas here are fresh and tonic and recall bright cherry, allspice and blackberry.",,88,18,Piedmont,Barbera
42820,Italy,"Here is a freshly aromatic and vibrant Barbera d'Asti that offers elements of red berry, chopped herbs and white stone backed by spice and hazelnut. The wine is crisp and brightens up the mouth with its red berry flavors.",Cavalé,88,26,Piedmont,Barbera
43264,Italy,"Here's a super-modern and thoroughly lovable style of Barbera with intense and complex notes of milk chocolate, big black berry spice and espresso coffee. This wine stands tall among a new school of Barbera producers who have opted for a soft and extracted interpretation of this otherwise thorny and acidic grape.",Bricco della Bigotta,92,,Piedmont,Barbera
43429,Italy,Here is a beautifully crafted Barbera d'Alba from a select vineyard that shows the potential of this popular grape from Piedmont. The wine is bright and fruit-driven with aromas of raspberry and red currant backed by just enough spice and nut to give it density and definition.,Vigna Nirane,87,,Piedmont,Barbera
43565,Italy,"Here's a standout Barbera from Monferrato with loads of intensity, complexity and persistency. You'll get aromas of blackberry and cherry followed by exotic spice, vanilla and pipe tobacco. The mouthfeel is smooth, soft and thick. Excellent.",Barabba,92,59,Piedmont,Barbera
43574,Italy,"Bricco dell'Uccellone is an historic wine that shaped the modern history of Barbera d'Asti and Piedmont in general. Aged 15 months in oak casks, the wine is bountiful and harmonious with aromas of cherry, blackberry and spice. There's a bright splash of crisp fruit on the close.",Bricco dell'Uccellone,92,,Piedmont,Barbera
43584,Italy,"Here's a plump and chewy expression of Barbera with thick fruit notes followed by dense extraction and power. The wine is plush, ripe and velvety and there are soft flavors of fruit and spice on the long finish.",D'Annona,91,,Piedmont,Barbera
43588,Italy,"Soft, round and slightly sweet smelling, this is a modern expression of Barbera that offers enormous extraction, power and intensity. That said, there is little here to remind you of the sharp, acidic Barbera of yesteryear because this wine tastes chewy, plush and rich in the mouth.",,91,,Piedmont,Barbera
43837,Italy,"Rich and modern, with dense extraction and raw notes of cherry, blackberry and spice, this wine is very representative of the new face of Barbera d'Alba. There are sweet fruit notes followed by equally sweet oak tones of cinnamon, chocolate and spice.",Lirano Soprano,91,50,Piedmont,Barbera
43844,Italy,"Here's a dark, plush and modern Barbera with thick, chocolate tones followed by spice, espresso and blackberry. You'll get a whiff of the grape's natural acidity, but in the case of this well-crafted wine, its thickness, density and extraction dominate the experience overall.",Alix,91,,Piedmont,Barbera
43853,Italy,"Here is a well crafted and plush Barbera with equal measures of fruit intensity and spicy oak tones of vanilla, smoke and tobacco, The wine is soft and velvety with a long chewy finish. Pair it with spicy lamb curry stewed in coconut milk.",Costamiòle,91,50,Piedmont,Barbera
43854,Italy,"Here's a dense and thickly extracted Barbera from the excellent 2007 vintage with a brooding, black appearance and aromas of smoke, black fruit, cassis and leather. The oak elements you taste at the very end still need to integrate within the overall flavors of this wine. Give it two more years.",La Crena,91,45,Piedmont,Barbera
44014,Italy,"Rich in blueberry and black licorice-like nuances, this is a well-flushed out and harmonious wine laced with smoke and espresso bean aromas. It has aged one year in oak to achieve a successful balance between smooth tannins and crispness.",La Luna e i Faló,87,,Piedmont,Barbera
44038,Italy,"Thick and plush, this thickly concentrated Barbera d'Alba offers dense aromas of chocolate, blueberry muffin, vanilla and cherry. You can see the thick glycerin gliding down the glass and taste its chewy succulence.",,87,19,Piedmont,Barbera
44130,Italy,"This is a soft and succulent Barbera d'Alba with soft oak notes followed by bright fruit, black cherry and red currants. There's crisp, acidic fruit here followed by the softness and finesse supplied by the supple oak element.",Papagena,91,,Piedmont,Barbera
44139,Italy,"Here's a plush, modern Barbera d'Alba with bright fruit and berry tones followed by softer notes of cinnamon and chocolate. On the whole it is a well-integrated wine, although there is power and density here that suggests a pairing with lasagna or thickly cheesy pasta.",Scarrone,91,45,Piedmont,Barbera
44141,Italy,"Here is a bright and modern Barbera d'Alba with succulent fruit tones followed by chocolate and exotic spice. The wine is soft and plush (it hardly seems like a Barbera if you consider more traditional expressions of this native grape) and would pair with a long list of rich, hearty foods.",Vecchie Vigne in Località Ornati,91,45,Piedmont,Barbera
44144,Italy,"This Barbera shows elegance and harmony with ripe berry notes that are offset by wood spice and mineral notes. The extraction is thick and dense and the wine yields a plush, smooth texture in the mouth with bitter berry nuances on the close.",Rive,91,27,Piedmont,Barbera
44151,Italy,"This is a very likeable Barbera d'Asti Superiore executed in a plush, modern style with loads of soft fruit and sweet spice in the bouquet. Chocolate, espresso and blackberry fruit appear and the wine is bright and firm on the close. You need that extra acidity to balance against the wine's thickly extracted texture.",Vigne Vecchie della Cappelletta,91,,Piedmont,Barbera
44152,Italy,"Here's a very pleasurable Barbera with loads of fruit intensity followed by smoke, pipe tobacco, sweet chocolate and vanilla bean. The wine is executed in a modern style with enduring intensity and a soft, velvety finish. Pair it with baked chèvre cheese.",Monte Colombo,91,43,Piedmont,Barbera
44153,Italy,"The fullness and intensity of the aromas here tell you that this is not your standard, easy-drinking Barbera. On the contrary, Sei Vigne Insynthesis is a well-crafted expression that shows quality of fruit and modern wine-making (with soft tones of vanilla and spice) woven throughout.",Sei Vigne Insynthesis,91,70,Piedmont,Barbera
44155,Italy,"Here's a beautifully balanced Barbera with equal elements of fruit, spice and toast that balance each other very nicely. The wine is crisp and dense in the mouth but the naturally high acidity is integrated and elegant. Tre Secoli is a producer to watch for in the future.",,91,,Piedmont,Barbera
44157,Italy,"This is a fantastic Barbera d'Asti Superiore with a plush, soft, velvety feel and loads of intensity that peels back into layers of fresh blackberry, cherry, spice, chocolate, leather and exotic spice. This wine carries the banner high for all the Barbera producers now experimenting with a more modern style.",Alfiera,91,60,Piedmont,Barbera
44158,Italy,"Rich and densely extracted, this modern expression of Barbera d'Asti Superiore from the Nizza subzone offers enormous richness, power and intensity. The wine is smooth and velvety in the mouth with bright cherry and cassis flavors on the close.",La Vigna dell'Angelo,91,,Piedmont,Barbera
44313,Italy,"Lean in color, Chiarlo's Barbera d'Asti is an easy drinking red with zesty acidity that is perfect for cutting through cheesy, gorgonzola-based appetizers. Aromas include wild berry and blue flowers and the wine taste firm but fruity in the mouth.",Le Orme,87,15,Piedmont,Barbera
44462,Italy,"Clove, exotic spice, dark chocolate and cured meat come to the forefront of this rich, plush Barbera d'Alba. There's power and bright acidity here and the wine tastes rich, smooth and enduring on the palate. Pair it with cheese-stuffed ravioli.",Rocche delle Rocche,91,,Piedmont,Barbera
44470,Italy,"This is a bright and fruit-forward red wine from Piedmont in Northern Italy that exhibits prominent, but not overly intense or intrusive, aromas of fresh fruit, exotic spice and drying mineral. The wine has a fresh acidic component balanced by a jammy, sweet finish.",Giada,90,45,Piedmont,Barbera
44471,Italy,"Here's a dense and well-concentrated Barbera d'Asti with thick extraction and oak-driven tones of vanilla and spice that soften the natural sharpness of the acidity. This is a pleasurable wine with a soft, velvety approach.",L'Anniversario,90,,Piedmont,Barbera
44473,Italy,"Here's a very successful expression of Barbera from the Alba zone of Piedmont with bright fruit tones followed by smooth spice, chocolate and tobacco. The wine is rich, supple and powerful on the close with a blast of crisp acidity at the end.",Bric dei Maschi,90,19,Piedmont,Barbera
44475,Italy,There's slight sweetness here in the form of soft oak elements that glide easily together with the natural fruitiness and freshness of Barbera. There's nice personality and dimension and the wine is smooth and soft on the finish (save for that prickly touch of acidity you should expect).,,90,25,Piedmont,Barbera
44478,Italy,"The Lirano Soprano Barbera d'Alba is ripe with aromas of coffee and freshly ground espresso bean, followed by chocolate and a playful touch of white pepper. The fruit tones hold up nicely to round off the bouquet and the wine balances richness and freshness.",Lirano Soprano,90,35,Piedmont,Barbera
44480,Italy,"The Mervisano Barbera d'Alba (that ages 15 months in oak) offers a deliciously ripe and rich array of spice, black fruit and blackberry. The wine shows dark, inky concentration with creamy fruit tones and warm smoothness on the finish. The acidity is present, but very well integrated.",Mervisano,90,28,Piedmont,Barbera
44481,Italy,"Here's a dark and deeply concentrated Barbera with a generous base composed mostly of black fruit, prune, spice and tobacco. The wine is thick and velvety in the mouth with a long aftertaste of black cherry and currants.",Sotto la Muda,90,,Piedmont,Barbera
44483,Italy,"This is an irresistible wine with loads of velvety softness, sweet spice and vanilla to balance against sharp aromas of forest fruit, raspberry and white cherry. There's also a polished note of white mineral and the wine offers fresh, but not aggressive acidity.",Tre Roveri,90,,Piedmont,Barbera
44765,Italy,"Here's a wine that opens beautifully to all your senses. It boasts a dense, vibrant ruby color and delivers bright aromas of cherry, blackberry and bitter cranberry. In the mouth, however, this wine is softer and plusher than you'd expect. Sure, that trademark Barbera acidity is present, but its natural sharpness has been dulled.",Pomorosso,90,90,Piedmont,Barbera
44768,Italy,"Chocolate, coffee and espresso come to life thanks to the solid base of natural fruit that keeps the wine lively and fresh. Fruit and oak-related aromas work well together and give the wine brightness, softness and a velvety texture.",La Luna e Le Stelle,90,19,Piedmont,Barbera
44769,Italy,"Here's a nicely balanced Barbera d'Asti Superiore from the Nizza subzone that shows not too much fruit and not too much oak. The wine is clean and polished and delivers light steps on the palate, unlike some of the much denser and heavier expressions you will find. Very nice and elegant.",Canto di Luna,90,,Piedmont,Barbera
44772,Italy,"This dense, ruby-colored Barbera delivers aromas of plush fruit, drying mineral, toasted nut and moist tobacco. There is a nice ensemble of fresh cherry and blackberry in the background and the wine tastes rich and dense in the mouth with a long, smoky aftertaste.",Ajè,90,,Piedmont,Barbera
44773,Italy,"Smoke and mineral notes come together over a plush base of cherry and cassis fruit to create a big, modern interpretation of Barbera. You'll also get cola and coffee notes backed by plush richness in the mouth.",Le Nicchie,90,,Piedmont,Barbera
44777,Italy,"Smooth and sophisticated with rich blackberry and plum aromas backed by oak-driven tones of spice and leather, this is a very rich expression of Barbera (that sees eight months in oak barrels). The overall effect is excellent and the mouthfeel culminates with bright tones of prune and crushed black pepper.",Rinaldi,90,20,Piedmont,Barbera
44786,Italy,"This is a rich and chocolaty expression of Barbera d'Alba with thick concentration and immediate aromas of black currant and cherry. The wine is dense and extracted with smooth, drying tannins and a piquant blast of acidity on the close.",Zio Nando,90,30,Piedmont,Barbera
44788,Italy,Here's a balanced and sophisticated Barbera d'Asti Superiore with oak tones that seem to jive well with the natural intensity of the fruit flavors. The wine's texture is smooth and silky although there is that characteristic bite of acidity on the close.,Acsé,90,,Piedmont,Barbera
44918,Italy,"Tonic and fresh with vibrant tones of wild berry and forest floor, there is a rustic, almost savage quality to this wine that is really quite attractive. It would pair well with home-cooked meals of hand-kneaded pasta or boiled meats.",,87,16,Piedmont,Barbera
45005,Italy,"Here's a lovely interpretation of Barbera Superiore from Asti with extremely well-integrated notes of spice, chocolate, black fruit and dusty mineral. The wine has all the aromas you look for in this type of wine and delivers a very clean and polished feel in the mouth with subtle hints of toasted oak at the very end.",,90,70,Piedmont,Barbera
45008,Italy,"This celebrated Barbera d'Alba from the historic Marchesi di Barolo winery opens with a dark, brooding color and earthy aromas of wild mushroom, cured beef and dark forest fruit. It shows impressive color and concentration and those inviting earth, mineral notes would pair with elegant dishes such as game hen, roast duck or porcini risotto.",Ravera,90,34,Piedmont,Barbera
45014,Italy,"This is a very compelling Barbera d'Asti Superiore that is characterized by ripe fruit notes and smoky tones of ham or bacon fat. You'll get brambly notes of underbrush as well that give the wine a sharper, more defined personality and this impression is reinforced by the natural acidity.",Paion,90,,Piedmont,Barbera
45071,US,"A lovely Barbera. Shows the full-bodied, tannic structure and tart acidity of the variety, but is so rich in flavor, you want to drink it now. Floods the mouth with blackberries, currants, dark chocolate, anise and toasted almonds.",Walker Cuvée,89,16,California,Barbera
45212,US,"Dry, full-bodied and rustic. Shows cherry-berry, leather, mocha and spice flavors, wrapped into firm, hard tannins and brightened with high acidity. Drink this robust wine with pasta smothered in cheese-sprinkled tomato sauce.",,86,25,California,Barbera
45331,Italy,"Here's a softer, modern interpretation of Barbera d'Asti Superiore with velvety oak tones that surround a bright core of berry fruit. This wine is thicker and more extracted than most with slight hints of smoke and tobacco at the back.",Cremosina,90,,Piedmont,Barbera
45333,Italy,"This is a plush and dense interpretation of Barbera with loads of fruit intensity followed by blackberry plum and sweet tobacco. The wine is dense, clean and offers round texture with a crisp acidity finale that is typical of this Italian grape variety.",La Marescialla,90,32,Piedmont,Barbera
45337,Italy,"Well balanced and nicely integrated (the fruit elements jive smoothly with the oak components), this is a modern incarnation of traditional Barbera. You'll get spice, warmth and a velvety texture in the mouth.",Barcarato,90,35,Piedmont,Barbera
45340,Italy,"Smoky, toasted elements are followed by aromas of cherry and blackberry. This is a modern expression of Barbera with thick extraction and obvious oak intervention. The style is velvety and push and this wine would pair with cheese-filled ravioli. The finish is marked by very refreshing acidity.",Tra la Terra e il Cielo,90,39,Piedmont,Barbera
45341,US,"Barbera is always going to be dry, rustic, tannic and acidic. But this is one of the better examples out there. It shows extra levels of depth, with masses of blackberries, currants, dark chocolate and black pepper. Should hold for many years, softening and mellowing.",J&S; Reserve,90,30,California,Barbera
45350,Italy,"Bright cherry, blackberry and currants are backed by oak-driven aromas of toast, cinnamon and tobacco. You'll also get whiffs of cured meat and moist earth with smooth texture and rich density. Cooling acidity at the end balances out the softer wood tones.",La Blù,90,,Piedmont,Barbera
45351,Italy,"Intense notes of blackberry and cherry emerge first from the nose and are followed by subtle tones of chocolate, spice and tobacco. This wine boasts dense extraction and a fresh, tonic quality of fruit that shows both ripeness and crispness on the close.",1613,90,,Piedmont,Barbera
45355,Italy,"Generous aromas, intensity, density and a bright ruby color characterize this vibrant Barbera d'Asti. If you are new to this native grape of northern Italy, this wine is a good place to start. You'll get plenty of those characteristic cherry and berry tones followed by acidity that has been softened by this softer style.",,90,,Piedmont,Barbera
45358,Italy,"Coffee, vanilla and tobacco create warm background tones for a mostly fruit-driven bouquet. The wine's aromatic layers seem well integrated and invite a pairing with succulent meat or braised lamb.",Le Rocchette,90,29,Piedmont,Barbera
45605,Italy,"With 16 months of careful oak barrique aging, this opulent wine represents a new generation of Barbera d'Alba. It opens with a gorgeous appearance and thick aromas of black cherry, boysenberry, plum and sweet spice. It has dense, sweet tannins and offers a biting touch of astringency on the close that would pair with succulent cuts of meat.",Monfrini,90,30,Piedmont,Barbera
45607,Italy,"Here is a ripe and chewy Barbera d'Asti Superiore from the Nizza subzone with sticky fruit flavors and a thick, dense mouthfeel. The wine is plush, rich, naturally fresh and would pair well with roasted or grilled meats.",La Court,90,40,Piedmont,Barbera
45612,Italy,"This ruby-garnet colored Barbera d'Alba offers spicy notes of clove and cinnamon backed by fresh cherry, blackberry and moist earth. This is Barbera done in a big, bold style with a thick and warming presence in the mouth and a crisp, drying close.",Parduné,89,,Piedmont,Barbera
45615,Italy,"The Vignota Barbera d'Alba exhibits generous and simple fruit aromas of blackberry and boysenberry with loads of fresh cherry concentration. Those lively fruit tones are backed by tones of spice, cola and chocolate.",Vignota,89,33,Piedmont,Barbera
45617,Italy,Here's a harmonious and well-balanced Barbera d'Asti Superiore with pretty mineral tones that are woven tight within a fabric of wild berry fruit and spice. The wine is tart and fresh on the finale with a long blast of blackberry and cherry on the close.,Molisse,89,19,Piedmont,Barbera
45619,Italy,"Here's a mature expression of Barbera with ripe notes of blackberry, plum and dark fruit. The wine is dense and thickly extracted with a soft velvety texture and loads of oak influence. It will, no doubt, evolve into a beautiful wine in two or three more years: All the right elements are there and the wine seems poised for harmony and balance.",Bricco Paradiso,89,,Piedmont,Barbera
45623,Italy,"Despite the infamous heat of the 2003 vintage, Piano Alto Barbera d'Asti Superiore is a surprising and impressive wine. There are pretty linear notes of black stone and granite backed by some ripe berry and blackberry. The wine seems younger than it really is.",Piano Alto,89,33,Piedmont,Barbera
45625,Italy,"Spice, smoked meat and oak tones come to the forefront of this bright Barbera and are followed by black berry, cherry and cassis. The wine is plush and velvety with good crispness and a lively berry driven finish.",Anssema,89,,Piedmont,Barbera
45627,Italy,"Smoke and graphite notes, coupled with a solid base of black fruit and cassis, give this wine many aromatic layers to contemplate. There are drying mineral notes here yet the wine is ultimately very plush and velvety in the mouth and it ends with a touch of oak sweetness and bitter cherry.",,89,,Piedmont,Barbera
45737,US,"Old-fashioned Barbera, and seems pricey for a wine this dry, tannic and acidic. The coffee and black currant flavors are very tart. Needs superrich meats and cheeses to soften it.",Special Reserve,84,30,California,Barbera
45813,Italy,You'll love the colorful art on the label and the easy-drinking wine inside. This is one of those perfect stay-home-and-order-take-out wines that offers bright fruit flavors with almond and spice. It's a simple wine but it gets the job done.,Blincin,86,15,Piedmont,Barbera
